kimg	g_loss	d_loss	real_sign_proxy	fake_sign_proxy	ada_p
104	2.06595683	0.780336992	0.806861308	0.897625036	0.0340451764
105	2.07144829	0.779066607	0.808616033	0.898516675	0.0345067661
106	2.0855791	0.775981669	0.812763598	0.900527253	0.0353913307
107	2.10422653	0.771617157	0.817425552	0.902555455	0.0364323919
108	2.12326718	0.76650833	0.820723304	0.903499719	0.0373633971
109	2.14766481	0.75666296	0.822452151	0.903467018	0.0381225224
110	2.17859074	0.741641641	0.823836884	0.903369589	0.0388511207
111	2.20523895	0.727844367	0.825011624	0.903213303	0.0395720042
112	2.21680074	0.721672578	0.826110134	0.903003755	0.0403079434
113	2.20557101	0.724891601	0.827149172	0.901673271	0.0410404076
114	2.18024235	0.73215403	0.828086056	0.898991276	0.0417644372
115	2.15469167	0.739480118	0.828975566	0.896345836	0.0425275877
116	2.14279613	0.742890901	0.829872508	0.895125362	0.0433774269
117	2.14377808	0.74189962	0.830948741	0.895898513	0.0444153742
118	2.14655824	0.73923532	0.832130889	0.89776734	0.0456124156
119	2.15076643	0.735473977	0.833088344	0.899966184	0.0468119626
120	2.15603578	0.731190839	0.833490452	0.90172951	0.0478574038
121	2.1676527	0.724556142	0.833157638	0.902911058	0.0486798078
122	2.1879907	0.714979628	0.832406939	0.903949864	0.0493917272
123	2.21168178	0.705164573	0.831649661	0.904911041	0.0501044692
124	2.23335623	0.697814978	0.831297097	0.905859572	0.0509293293
125	2.25236694	0.693637809	0.832585015	0.906694012	0.0519458498
126	2.27136649	0.690612739	0.835678683	0.907415926	0.0531056855
127	2.28954584	0.687485	0.839275879	0.908263838	0.0543283545
128	2.30609488	0.683000188	0.842074088	0.909476324	0.0555333754
129	2.32310559	0.672687245	0.844097194	0.912815439	0.0567140662
130	2.34059281	0.657040496	0.846046207	0.918337094	0.0579092838
131	2.35429213	0.642693411	0.847518978	0.923527991	0.059100629
132	2.35993823	0.636280649	0.848113043	0.92587431	0.0602696857
133	2.35820354	0.638246842	0.847209997	0.924304807	0.0614377617
134	2.3534489	0.643050459	0.844977087	0.920486555	0.0626078422
135	2.34654058	0.648816606	0.842230821	0.915936308	0.0637296383
136	2.3383438	0.653671665	0.839787815	0.912170609	0.0647528489
137	2.32118198	0.657796057	0.837470527	0.909080543	0.0656180977
138	2.29406465	0.662048444	0.834953141	0.905943594	0.0663790437
139	2.26889654	0.665385006	0.832925001	0.903502471	0.0671585804
140	2.25758512	0.666761416	0.832075712	0.902500281	0.0680796112
141	2.26287446	0.662470641	0.834952827	0.903486127	0.0692827618
